sigma_max_mm,mean_hit_probability,std_hit_probability,mean_pct_positive,mean_expected_positive_cores
2.0,0.9923151693667158,0.08026820426078521,0.5341743004418262,4.933693667157585
5.0,0.9965301914580267,0.047890725072555804,0.4275352135493373,4.914446244477173
10.0,0.9948291605301915,0.041552603115299375,0.25498885125184095,4.646225331369661
12.5,0.9898497790868924,0.05390375808958914,0.20329471281296024,4.434262150220913
